text,label
工商银行：【理财推荐】我行推出“稳健盈”系列理财产品，七日年化收益率高达3.5%，风险低，手机银行App一键购买。,低优先级/垃圾
"【招商银行】您尾号8841的储蓄卡15:32支出人民币168.00元，交易对手：美团。摘要：消费。活期余额1,234.56元。",高优先级
[企业微信] HR：【通知】关于2023年国庆节放假安排的通知已发布，请各位同事在“公告”中查阅。,中优先级
钉钉：【会议提醒】“Q3季度产品规划对齐会”将于10分钟后（今天 14:30）开始，会议室：线上会议室A。请准时参加。,高优先级
美团外卖：🔥您的20元无门槛美食红包已到账！超多品牌商家可用，限今天24点前使用，快来犒劳一下辛苦的自己吧！戳>> meituan.com/hongbao,低优先级/垃圾
【B站】您关注的UP主「知识分享官」发布了新视频：《30分钟带你入门机器学习》。,低优先级/垃圾
系统通知：您的手机存储空间即将用尽（剩余1.8GB），可能会影响应用正常运行，请及时清理。,中优先级
【招商银行】年终回馈！我行推出“随心分”消费分期业务，费率低至3折，资金周转无压力，详情戳 t.cn/AbCdE1,低优先级/垃圾
HR：@全体成员 请各位尽快在企业微信工作台中完成2024年度员工信息核对，截止日期本周五下班前。,中优先级
【菜鸟】您的包裹已到达 幸福小区东门菜鸟驿站，请凭取件码【3-4-5678】在营业时间内领取。📦,中优先级
飞书：日报助手提醒您，今天的日报尚未提交，请在 20:00 前完成。,中优先级
【招商银行】尊敬的客户，您的消费已达标，现诚邀您办理高端白金信用卡，尊享机场贵宾厅权益。点击 t.cn/AbcDeF 立即申请！,低优先级/垃圾
微信支付：商业服务支付凭证 - 您已成功支付¥35.00，收款方：瑞幸咖啡（科技园店）。,高优先级
【中国移动】流量提醒：截至今日18:00，您本月套餐内高速流量仅剩1.02GB，超出后将降速，点此订购加油包畅享5G。,中优先级
【小红书】「摸鱼搭子」群聊(99+条新消息) 莉莉：姐妹们！这家新开的brunch也太好吃了！[图片],低优先级/垃圾
顺丰速运：【派送提醒】您尾号5201的快件正在派送中，派送员：张师傅(138****1234)，预计今天18:00前送达。📦,中优先级
Google：您的 Google 帐号的 auth code 是：G-811557。请勿与任何人分享此验证码。,高优先级
系统存储空间不足 | 您的手机存储空间即将用尽。请清理不必要的文件或应用以确保系统正常运行。,中优先级
【企业微信】HR：请各位同事在今天下班前完成2024年度员工满意度调查问卷的填写，感谢配合。,中优先级
【顺丰速运】您的快件 SF10086...990 正在派送中，派送员：王师傅 138********，预计今日18:00前送达，请保持电话畅通。📦,中优先级
未接来电：您有1个来自 138****8888 的未接来电，回拨？（刚刚）,高优先级
微信: 妈妈: 晚上回家吃饭吗？我做了你爱吃的红烧肉。,中优先级
您有1个来自+86139********的未接来电。回拨,高优先级
"【招商银行】您尾号6682的储蓄卡支出(快捷支付)人民币188.00元，交易对手：美团。当前余额5,120.50元。",高优先级
【招商银行】尊敬的客户，我行推出“e招贷”限时利率优惠活动，额度高达30万，随借随还，详情戳：t.cmbchina.com/xxxx,低优先级/垃圾
【建设银行】理财推荐：我行新推出“乾元-安鑫”系列理财产品，七日年化收益高达4.5%，稳健投资首选，详情请咨询您的理财经理。,低优先级/垃圾
办龙卡信用卡，享周六美食5折、观影优惠、积分好礼！新户专享188元刷卡金，立即申请：ccb.com/promo,低优先级/垃圾
[京东物流] 📦您的订单【戴森吸尘器】已由快递员揽收，正发往北京分拣中心。,中优先级
【抖音】您的登录动态码为 844029，用于身份验证，请勿泄露。20分钟内有效。,高优先级
"【招商银行】尊敬的客户，您尾号6821的信用卡账单日为每月5日，本期应还款 ¥3,450.50，请记得按时还款。",高优先级
【中国电信】尊敬的用户，您正在申请办理业务，短信auth code为 893122，10分钟内有效。,高优先级
支付宝：您的账户于11月15日 10:02收到一笔转账，金额：+520.00元。对方昵称：爱吃鱼的猫。,高优先级
【抖音】您的登录动态码为 498-337，10分钟内有效。为保障您的账号安全，请勿向他人泄漏。,高优先级
微信支付：付款凭证 - 您已成功向“瑞幸咖啡”支付￥21.00。愿您有美好的一天！,高优先级
【顺丰速运】寄件福利大放送！新用户首单立减5元，更有月度优惠券包等你领，快来体验极致速运服务吧！,低优先级/垃圾
【企业微信】人事：您提交的“年假申请”已通过审批。当前状态：已完成。,中优先级
【公安部交管局】您的动态验证码是：554923，您正在进行互联网用户注册操作，20分钟内有效。,高优先级
【原神】~新版本前瞻~ 亲爱的旅行者，《原神》4.8版本「最终的盛宴」特别节目将于本周五晚20:00正式开启，不要错过兑换码哦！,低优先级/垃圾
【中国联通】流量提醒：截至今日18:00，您本月套餐内流量仅剩10%，超出后将按套外资费标准计费。回复10010办理加油包。,中优先级
手机管家：存储空间即将用尽（剩余488MB），部分系统功能可能无法正常使用，建议立即清理。,中优先级
[中国移动] 您有1个来自 +86138******** 的未接来电，来电时间 11:28。,高优先级
【美团外卖】您的专享美食红包已到账！🧧20元无门槛券，今晚夜宵就靠它！立即使用 -> meituan.com/gift,低优先级/垃圾
妈妈：有1个未接来电（3分钟前）。,高优先级
[Steam] Your Steam account access one-time code is 7VFNM.,高优先级
【中国移动】您正在登录和多号业务，验证码为：529147，请在5分钟内完成验证。,高优先级
钱包：系统更新，钱包App 8.2.1版本已发布，修复了已知问题并提升了安全性，建议您尽快更新。,中优先级
【中通快递】抱歉，由于天气原因，您的包裹(758****)派送将有所延迟，预计明日送达，敬请谅解。,中优先级
"【中国建设银行】尊敬的持卡人，您尾号1024的信用卡本期账单金额为¥3,845.50，最后还款日为11月25日，请及时还款避免逾期。",高优先级
~~拼多多~~ 您的好友“隔壁老王”送你一个现金红包，最高800元，24小时内有效，快来领取！ https://p.dd.com/xxxx,低优先级/垃圾
【飞书】人事：【审批通过】您的“事假申请-20231102”已由王经理审批通过。,中优先级
[京东物流] 【投递异常】您的订单JD00987654321因地址无人接收投递失败，我们将于明日再次派送。如需改约，请访问 a.jd.com/err,高优先级
电话：您有1个来自“老板”的未接来电（刚刚）。,高优先级
小红书 - 通知：你关注的博主「城市漫游家」发布了新笔记《周末逃离计划 | 3个绝美小众古镇推荐》,中优先级
小红书：您关注的博主「美食探探」更新啦：🔥“人均50元！挖到一家宝藏街头小吃店！”,低优先级/垃圾
Google：您的帐号 W******@gmail.com 刚刚在一部新的 Windows 设备上登录。如果不是您本人操作，请立即检查您的帐号活动。,中优先级
【淘宝】您购买的“人体工学椅”已签收，点击评价分享您的购物体验吧！🙂,中优先级
[日历] 会议提醒：项目周会 · 10分钟后开始 (今天 09:30-10:30)。会议室：301会议室。,高优先级
[飞书] HR：【通知】各位同事，本周五下午四点将在大会议室举办员工生日会，请大家准时参加。,中优先级
【Steam】您的 Steam 帐户的一次性登录码是 JX3V4。此 code 在 30 秒后失效。,高优先级
【招商银行】尊敬的客户，您的信用分期资格已更新！最高可享5万元额度，限时免息，点击 t.cn/AbCd123 马上申请，乐享生活！,低优先级/垃圾
来电提醒：1个未接来电，来自+1 (800) 555-0199，3分钟前。,中优先级
【农业银行】尊敬的客户，我行推出“随薪贷”纯信用贷款服务，最高30万额度，年化利率低至3.85%，申请便捷，即刻拥有！退订回T,低优先级/垃圾
【中国电信】您的动态密码为 662910，用于登录网上营业厅，5分钟内有效。如非本人操作请忽略。,高优先级
手机管家：存储空间严重不足，剩余空间仅为 256MB。请立即清理垃圾文件以确保手机正常运行。,中优先级
飞书日历：您的会议“Q3产品规划复盘会”将在 10 分钟后于会议室301开始，请准时参加。,高优先级
【Google】Your one-time code (OTP) is 249-198. Do not share it with anyone. G-249198 is your Google verification code.,高优先级
携程旅行：航班起飞提醒，您预订的HU7801航班（北京-上海）将于今天19:45起飞，请尽快办理值机并前往B23登机口。,高优先级
【中国联通】您登录网上营业厅的动态密码是 739102，请在页面输入。切勿将动态密码泄露给他人！,高优先级
【中国移动】温馨提示：截至今日18点，您本月套餐内高速流量仅剩不足10%，超出后将降速。如需加油，请回复“流量包”。,中优先级
【京东】百亿补贴狂欢！iPhone 15 Pro Max直降1200元，数量有限，手慢无！立即抢购：https://jd.com/promo/xxx,低优先级/垃圾
【Google】G-298374 is your Google verification code.,高优先级
携程旅行：航班起飞提醒 ✈️ 您预订的CZ3101（广州-北京）将于今天19:30起飞，建议您提前到达机场办理登机手续。,高优先级
[Google] Your one-time password (OTP) is 199-382. Do not share it with anyone.,高优先级
【美团】您有一个25元外卖专属红包即将过期，超多美食通用，立即使用！https://m.dianping.com/promo,低优先级/垃圾
小红书：你关注的博主'时尚穿搭酱'发布了新笔记：秋季氛围感OOTD，快来看看吧！,低优先级/垃圾
【钉钉】日程提醒：项目周会。时间：今天 15:00-16:00。会议室：3号会议室。请准时参加。,中优先级
微信支付：【支付凭证】您已成功向“瑞幸咖啡”支付¥12.50。,高优先级
【抖音】动态登录码为 9903，请在页面中输入以完成验证，切勿泄漏。,高优先级
【中国建设银行】龙卡信用卡积分兑换活动火热进行中！🔥 戴森吹风机、品牌锅具等好礼等您来，积分不足也能优惠购！,低优先级/垃圾
